inputs,targets,template_id,template_lang
"ఈ పొడుపు కథకి జవాబు ఇవ్వు యర్రని రాజ్యం, నల్లని సింహాసనం,ఒక రాజు ఎక్కితే ఒకరాజు దిగుతాడు","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""దోసెలు""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు అంకెల్లో లేని పది?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""ద్రౌపది.""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు పది కాని పది,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""ద్రౌపలి""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు రాజా వారి తోటలో రోజా పూలు! చూచే వారే గాని, కోసే వారు లేరు. ఏమిటవి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నక్షత్రములు""",1,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు అందరాని వస్త్రంపై అన్నీ వడియాలు,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నక్షత్రాలు""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఆకాశంలో చెట్టు - చెట్టు నిండా పువ్వులు ఎంత కొట్టినా రాలవు,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నక్షత్రాలు""",2,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు కొమ్ములుంటాయి కానీ ఎద్దు కాదు. అంబారీ ఉంటుంది కానీ ఏనుగు కాదు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నత్త""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు మొఖం ఉన్నా మెడ లేనిది?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నది""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు సముద్రంలో మునుగునది కానీ, చేపకాదు ఏమిటది?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నది""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు కొండల్లో పుట్టి కోనల్లో నడిచి, సముద్రంలో చేరే నెరజాణ","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నది""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు ఈ కొండకు ఆ కొండకు ఇనుపగొలుసు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నల్లచీమల బరు""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు కన్నుంది చూడలేదు, కాలుంది నడవలేదు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నవారు మంచం""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
‘వారు’ గాని వారు! ఏమి వారు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నవారు, అయ్యవారు""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ఆకులేని చెట్టు అరవై ఆరు కాయలు కాస్తుంది.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నాగమల్లి""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
మా ఇంటి వెనుక ఒక గూనొడు?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నాగలి""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు మూడు శిరములున్ను ముదమొప్ప పది కాళ్ళు - కల్గు తోకలు రెండు కన్ను లారు
చెలగి కొమ్ములు నాల్గు చెతులు రెండయా - దీని భావమేమి తిరుమలేశ !","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నాగలిదున్నే రైతు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ఆ ఆటకత్తె ఎప్పుడూలోనే నాట్యం చేస్తుంది","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నాలుక""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు ఆ ఆట పత్తి ఎప్పుడూ లోనే నాట్యం చేస్తుంది?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నాలుక""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
క్రింద గట్టు, పైన గట్టు, మధ్యలో ఎర్ర బొట్టు!","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నాలుక""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
డొంకలో ఇంపైన మెలికల పాము.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నాలుక""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు నిద్రపోయినా కళ్ళు మూయనిది?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నాలుక""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
పై నో పలక క్రిందో పలక పలకల మధ్య మెలికల పాము, పామును పట్టా పగ్గలం లేదు పెగ్గెలు పలికే సిగ్గొదినా","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నాలుక""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
కిందొక పలక 
పైనొక పలక 
పలకల నడుమ 
మెలికల పాము","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నాలుక""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు ఎగువో పలకా దిగువో పలకా 
పలకలకింద మెలికల పామూ 
పామును పట్టా పగ్గం లేదు
పగ్గెలు పలికే సిగ్గొదినా","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నాలుక""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
నూతిలో పాము, నూరు వరహాలిచ్చినా బయటకు రాదు","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నాలుక నెమలికి కన్నీళ్లు వేస్తే ముద్ద అన్నట్లు""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు .
 కనిపించని గ్రహం ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నిగ్రహం.""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు మనిషికి రెండే కాళ్లు, ఏడు చేతులు.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నిచ్చెన""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు అందరినీ పైకి తీసుకువెళ్లాను. నేను మాత్రం పైకి వెళ్లలేను. నేనెవరు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నిచ్చెన""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు దానము గాని దానము! ఏమి దానము?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నిదానము, మైదానము""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు ఏ ప్రశ్నకి నువ్వు ఎప్పుడూ ""అవును"" అని సమాధానం చెప్పలేవు?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నిద్రపోతున్నావా?""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు ఎర్రటి పండు మీద ఈగైనా వాలదు.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నిప్పు""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఈగ ముసరని పండు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నిప్పు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
నేను ఎప్పుడూ ఆకలి గా ఉంటాను నేను ఎప్పుడూ చనిపోను ఎవరు నన్ను తాకుతారో వారిని ఎర్రగా చేస్తాను,నేను?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నిప్పు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
నేను ప్రతిక్షణం నీతోనే ఉంటాను నీలాగే ఉంటాను కానీ నువ్వు నన్ను తాకలేవు ,ఎవరు నేను?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నీ నీడ""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఇది నీకు సంబంధించినది దీనిని ఇతరులకు నీకన్నా ఎక్కువగా ఉపయోగిస్తారు ఏమిటది?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీ పేరు""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు గాలిలో ఎగిరే అద్దము! చేతిలో పడితే పగిలి పొతుంది.,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీటి బుడగ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు నిలబడితే నిలుస్తుంది, కూర్చుంటే కూలబడుతుంది?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నీడ""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
జామ చెట్టు కింద జానమ్మ, ఎంత గుంజినా రాదమ్మా.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నీడ""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు వెలుతురులో నీతోటే ఉంటుంది. చీకటిలో తప్పించుకు పోతోంది. ఏమిటదీ.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నీడ""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
నిలబడితే నిలుస్తుంది, కూర్చుంటే కూలబడుతుంది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీడ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
జామ చెట్టు క్రింద జానమ్మా ఎంత గుంజినా రాదమ్మా","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నీడ""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు మనతో వస్తుంది, మనకు చెప్పకుండానే వెళ్తుంది?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""నీడ""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు పొంచినదెయ్యం 
పోయినచోట ప్రత్యక్షం","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీడ""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
తట్టుకు మారుతట్టు 
నీ పక్కనున్నదేమిటి","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీడ""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు రసం కాని రసం,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీరసం, సరసం, విరసం""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
చూడబోతే చిన్న ముండ! విప్పుతుంటే ఎన్ని చీరలైనా వస్తాయి.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీరు ఉల్లిపాయ""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు ఈనె లేని ఆకు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నీరుల్లి ఆకు""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు నువ్వు ఒక వ్యక్తి వెనకాల నుంచొని ఉన్నప్పుడు ఆ వ్యక్తి అదే సమయంలో నీ వెనకాల ఎలా నుంచొని ఉండగలడు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నువ్వు ,ఆ వ్యక్తి ఒకరికొకరు వెనకకు తిరిగి నిలబడ్డారు కనుక""",2,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు భరణి కార్తిలో చల్లినకాయకు చిప్పెడు పంట?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నువ్వుల పంట""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు చారెడు నీళ్ళల్లో చామంతి బిళ్ళ?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నూనె, నూనె లో వడ""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు నాకు కన్నులంటే చాలా ఉన్నాయి. నేను చేసేది మాత్రం రెండితోనే.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""నెమలి""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
పాముని చంపుతాను కానీ, గ్రద్దను కాను, ఒళ్లంతా కళ్లు ఉంటాయి, కాని ఇంద్రుడుని కాను, నాట్యం చేస్తాను కానీ శివుడిని కాను, నేనెవర్ని?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నెమలి""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
చిన్న ఇంటి నిండా తెల్లటి పండ్లు!","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నోటిలోని దంతములు""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు ఒక సభ ఆ సభలో 32 మంది సభ్యులు అందులో ఒక నాట్యగత్తె నాట్యం వేస్తూ కనిపిస్తుంది?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నోరు, నోటిలో 32 పళ్ళు, నాలుక.""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు తవ్వని కుంట కురవని నీరు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""నోరు, లాలాజలం""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ఎగ్జామినర్ దిద్దని పేపర్ ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""న్యూస్ పేపర్.""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ఐదు తంత్రాలు గలది.పిల్లలకు మహాఇష్టమైనది","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పంచతంత్రం""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు జాబు గాని జాబు ఏమి జాబు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పంజాబు""",1,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు నడవలేని కాలు ఏమిటి?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పంపకాలు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
గుడ్డు పెట్టలేని కోడి ఏమిటి?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పకోడి""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు కోడిగాని కోడి! ఏమి కోడి?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పకోడి, చెగోడి""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు దీనిని పైకి తీయడం చాలా సులభం కానీ దూరంగా విసిరి వేయడం చాలా కష్టం?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పక్షి ఈక""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు పిఠాపురం చిన్నవాడా, పిట్టలకు వేటగాడా,బతికిన పిట్టను కొట్టా వద్దు,
చచ్చిన పిట్టను తేనూ వద్దు, కూరకు లేకుండా రానూ వద్దు","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పక్షి గుడ్డు""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు అమారా దేశం నుంచి తుమారా పండ్లు తెస్తే కొనే వారే గాని తినేవారు లేరు.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పగడం""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ఆకాశం పచ్చన నక్షత్రాలు తెల్లన","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పచ్చిమిరపకాయలు""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు జీవంలేని గుర్రాన్నెక్కి జిగటాకోల చేతబట్టి ఆకుల్లేని అడవిలోకి వేటాడబోయింది టక్కులాడి.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పడవ""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
భూమి చూసి నిలుచును?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పడవ""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు పైన చూస్తే పండు, పగుల గొడితే బొచ్చు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పత్తి కాయ.""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు బంగారు చెంబులో, వెండి గచ్చకాయ?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పనస తొన""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు ఒళ్లంతా ముళ్ల్లే కానీ రత్నలాంటి బిడ్డలు,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పనస పండు""",1,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు తండ్రి గరగర! తల్లి పీచు పీచు! బిడ్డలు రత్నమాణిక్యములు!,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పనస పండు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ఓహోహో హాలయ్య - వల్లంతా గరుకయ్యా - కరకర కోస్తె కడుపంతా తీపయ్యా!","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పనస పండు.""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఒహొహొ బాలయ్యా ఒళ్ళంతా ముళ్ళయ్య పరపరకోసేస్తే కడుపంతా తీపయ్య.,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పనసకాయ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
తండ్రి గరగర,
తల్లి పీచుపీచు,
బిడ్డలు రత్నమాణిక్యాలు,
మనుమలు బొమ్మరాళ్ళు.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పనసకాయ""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు బంగారు చెంబులో వెండి గచ్చకాయ,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పనసతొన.""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు పచ్చ పచ్చని తల్లి:
పసిడి పిల్లల తల్లి:
తల్లిని చీలిస్తే
తియ్యని పిల్లలు","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పనసపండు""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు బంగారు చెంబులో వెండి గచ్చకాయ,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పనసపండు గింజ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
అందంకాని అందం","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పరమానందం, బ్రహ్మానందం""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు అందం కాని అందం?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పరమానందం, బ్రహ్మానందం.""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు నల్లని పొలం లో తెల్లని విత్తనాలు, చేత్తో చల్లుతారు నోటితో ఏరుతారు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పలక అందులోని అక్షరాలు""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు వంకర టింకర మాను.. కష్ట జీవుల గూడూ, ఈడూ జోడూ అవును","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పల్లకీ.""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
రసరసాలు తిన్న 
రాజు కడుపులో పేగుల్లేవు","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పళ్ళెం""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
కనిపించని వనం ఏమిటి?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పవనం.""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు ఉదయం నాలుగు కాళ్లతో నడిచేది,మధ్యాన్నం రెండు కాళ్ల తో నడిచేది,సాయంత్రం మూడు కాళ్ళతో నడిచేది.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పసితనం లో నాలుగు కాళ్ళు, పెద్దయ్యాక రెండు కాళ్ళు, వృద్ధా ప్యం లో మూడు కాళ్ళు""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు తాగలేని రసం ఏమిటి?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పాదరసం.""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు .
 భోజనంలో పనికి రాని రసం ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పాదరసం.""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు పాలు కాని పాలు,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పాపాలు, పీపాలు, కోపాలు, తాపాలు, శాపాలు, మురిపాలు, లోపాలు, దీపాలు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
తాగలేని పాలు ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పాపాలు.""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు చిక్కటి కారడవిలో చక్కని దారి,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పాపిట""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
నల్లపడవలో తెల్లటిదారి?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పాపిడి""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
నల్లని చేనులో
తెల్లని దారి ఏమిటది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పాపిడి.""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు డొంకలో మెలికల కఱ్ఱ?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పాము""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
శాస్ర్తం చెప్పన్నా.. నేల గీరన్నా..","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పార""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
శాస్త్రం చెన్నప్ప,నేల గీరప్ప, మూల నక్కప్ప","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పార""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
మారుతట్టు మల్లయ్య 
ముడ్డి దేకయ్య","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పార""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు తిత్తిలో నుండి తీయగలమేమో గాని, పొయ్యలెము","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పాలు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
జోడు గుఱ్ఱముల మీద ఒకడే రాజు!","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పావు కోళ్ళ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
రాయి గాని రాయి! ఏమి రాయి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పావురాయి""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు ఎర్ర మేడలో పచ్చ దీపాలు, దీపాలు చూదామని మేడ తలుపు తీసిన కళ్ళ వెంబడి నీరుకారు","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పిచ్చిమిరప""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు అరచేతి కింద అరిసె,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పిడక""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు అరుగు గోడకు అరచేయి,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పిడక""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు అమ్మ కడుపున పుట్టాను. అంతా సుఖాన ఉన్నాను. నీచే దెబ్బలు తిన్నాను. నిలువున ఎండిపోయాను. నిప్పులు గుండు తొక్కాను. గుప్పెడ బూడిద అయినాను.,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పిడక""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు నీచేతి దెబ్బలు తిన్నాను నిలువునా ఎండిపోయాను. నిప్పుల గుండమును తొక్కాను. గుప్పెడు బూడిదనయ్యాను.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పిడక""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు అబ్బాయి గారి దొడ్లో పెద్ద బొప్పాయి పండు పడితే పరుగెత్త లేక పదిమంది చచ్చారు.,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పిడుగు""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు నాలో చాలా కీస్ ఉంటాయి కానీ నేను ఒక తాళం కూడా తెరవలేను . ఎవరు నేను?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పియానో""",2,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు తనువంతా రంధ్రాలు కానీ తీయగా పాడుతాను?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పిల్లనగ్రోవి""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
లక్కబుడ్డి నిండా, లక్ష వరహాలు?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పుచ్చకాయ""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు అవ్వ చీరకు పుట్టెడు చిల్లులు.,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పుట్ట""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు జల్లు పడగానే, జండా లేస్తుంది.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పుట్ట గొడుగు""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు కాళ్ళ క్రింద కోడి కదలకుండా గ్రుడ్లు పెట్టు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పుట్టగొడుగు""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు వేసుకోలేని గొడుగు ఏమిటి?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పుట్టగొడుగు.""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు ఆరామడల నుండి అల్లుడొస్తే అత్తగారొడ్డించింది విత్తులేని కూర?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పుట్టగొడుగులు""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు తెల్లటి శనగలలో ఒకటే రాయి. చేతితో చల్లడం. నోటితో ఏరడం.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""పుస్తకం""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు తెల్లటి పొలంలో నల్లటి విత్తనాలు. చేతితో చల్లడం, నోటితో ఏరుకోవడం.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పుస్తకం""",2,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు నాలో చాలా మాటలు ఉంటాయి కానీ నేను మాట్లాడలేను,ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""పుస్తకం""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు నేనెన్నో మంచి విషయములను నేర్పుతాను గానీ, నాకు మాటలు రావు. నేను మీకు ప్రపంచమును చూపగలను గానీ, నేను చూడలేను. మరి నేనెవరిని?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పుస్తకము""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు అందరూ నమస్కరించే కాలు ఏమిటి?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పుస్తకాలు""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు బంతి కాని బంతి,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పూబంతి""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు కట్టుకుని, పెట్టుకునేది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""పూల దండ""",2,['tel']
